transaction_id,imsi,subscriber_id,tac,snr,imei,cell,lac,event_type,event_ts
368,654967672,61771,67692975,596148,67692975596148,3664,21,4,2020-12-29 09:45:00
369,430328936,43189,49907544,226572,49907544226572,4734,78,7,2020-12-25 09:49:00
370,446009619,32906,36312976,428095,36312976428095,6469,30,8,2020-12-02 00:22:00
371,479944627,71106,45218587,613237,45218587613237,2884,87,9,2020-12-12 14:47:00
372,626490446,50627,91813420,294555,91813420294555,8222,25,9,2020-12-17 17:05:00
373,803706961,23218,71368225,886780,71368225886780,3400,45,9,2020-12-18 22:18:00
374,831473312,83090,33944513,016601,33944513016601,7849,42,8,2020-12-24 07:42:00
375,650652805,79499,12796966,687195,12796966687195,5846,70,5,2020-12-06 06:59:00
376,377490852,91768,12887651,325064,12887651325064,3980,95,3,2020-12-14 14:22:00
377,766353175,53873,58446465,013980,58446465013980,1695,19,5,2020-12-27 05:01:00
378,658457394,31999,79743257,688142,79743257688142,8894,70,8,2020-12-11 03:29:00
379,711054685,15107,79238385,861876,79238385861876,4758,56,1,2020-12-22 10:40:00
380,452960000,44193,35833104,214131,35833104214131,6871,43,1,2020-12-02 12:02:00
381,226337707,65209,13852219,784538,13852219784538,1229,19,9,2020-12-19 22:49:00
382,443490204,18946,46926581,194795,46926581194795,6011,49,4,2020-12-29 07:49:00
383,493395010,24805,95553776,279833,95553776279833,9463,11,4,2020-12-29 06:00:00
384,166040824,78061,39765258,095021,39765258095021,2808,71,2,2020-12-09 21:05:00
385,524385715,70589,83982059,704100,83982059704100,8451,50,3,2020-12-25 05:49:00
386,326496295,34130,56329011,667415,56329011667415,6549,94,9,2020-12-15 23:49:00
387,562746120,88939,31971380,196652,31971380196652,8922,35,1,2020-12-30 08:03:00
388,464649809,36243,11127172,100090,11127172100090,9084,78,9,2020-12-13 05:02:00
389,113191374,34446,38089559,119489,38089559119489,3544,64,8,2020-12-11 19:55:00
390,123118704,97342,36924277,186023,36924277186023,6503,91,2,2020-12-31 14:20:00
391,628892046,88915,35965027,477565,35965027477565,6475,62,3,2020-12-31 09:19:00
392,794622695,49717,70227009,732898,70227009732898,2219,92,8,2020-12-21 11:41:00
393,959809063,89201,14301522,971497,14301522971497,6098,68,3,2020-12-31 01:27:00
394,739208984,72215,83707251,558207,83707251558207,7544,52,7,2020-12-30 15:03:00
395,964240852,47411,99859525,075800,99859525075800,5423,39,4,2020-12-15 07:33:00
396,490654813,44511,49774177,950049,49774177950049,7296,72,4,2020-12-27 10:58:00
397,426929435,75456,71972459,798185,71972459798185,9934,93,5,2020-12-15 17:45:00
398,958312605,34925,80145440,446388,80145440446388,4845,84,1,2020-12-13 22:37:00
399,716456500,22472,47502916,215601,47502916215601,7160,81,4,2020-12-04 15:07:00
400,840147344,62015,11235179,393441,11235179393441,2548,86,3,2020-12-29 01:07:00
401,713667858,36336,63150047,553614,63150047553614,6426,14,3,2020-12-07 01:13:00
402,527312957,33779,15364441,067360,15364441067360,9099,28,2,2020-12-06 02:08:00
403,891076472,16123,64521288,135098,64521288135098,1160,48,5,2020-12-26 02:35:00
404,866476004,99999,35873040,346640,35873040346640,3223,93,1,2020-12-29 18:50:00
405,636604903,33630,21960878,652786,21960878652786,5983,73,3,2020-12-10 07:22:00
406,417131800,59941,87979675,209484,87979675209484,3450,76,1,2020-12-05 12:09:00
407,739946296,25131,28872225,871962,28872225871962,8828,74,1,2020-12-23 07:28:00
408,967563607,40252,28453166,675874,28453166675874,8412,73,8,2020-12-17 17:24:00
409,585837698,60912,37174813,588559,37174813588559,6175,15,7,2020-12-12 07:28:00
410,530054153,97947,73804829,269463,73804829269463,4822,69,9,2020-12-05 16:58:00
411,263000679,61431,53358147,572816,53358147572816,1754,71,8,2020-12-05 16:07:00
412,728126772,67493,46193584,043732,46193584043732,7773,13,2,2020-12-27 03:02:00
413,922412683,45653,37027028,951427,37027028951427,4027,50,9,2020-12-25 11:28:00
414,345687274,36266,15658649,786924,15658649786924,4899,97,8,2020-12-29 19:52:00
415,959180022,92515,42684936,874222,42684936874222,8587,44,8,2020-12-27 01:20:00
416,380499257,15072,89180965,247357,89180965247357,3733,62,1,2020-12-16 13:39:00
417,587394928,87675,29734349,239589,29734349239589,2924,93,7,2020-12-29 09:26:00
418,693443479,22406,93407734,174353,93407734174353,2571,83,4,2020-12-19 18:20:00
419,242168323,51109,36409979,172695,36409979172695,9951,28,3,2020-12-06 11:34:00
420,507812034,54700,69485685,038077,69485685038077,2109,55,9,2020-12-18 19:42:00
421,517857433,72201,65226844,924435,65226844924435,9789,63,4,2020-12-13 08:07:00
422,233657672,28769,90172833,496431,90172833496431,9541,92,6,2020-12-09 12:41:00
423,416987310,92641,95880374,887082,95880374887082,6411,37,8,2020-12-05 02:01:00
424,505068790,65691,78182101,009979,78182101009979,1488,37,1,2020-12-30 22:25:00
425,525749337,39474,83244941,898447,83244941898447,9988,86,9,2020-12-05 04:34:00
426,456557824,37273,37415284,085331,37415284085331,3364,59,7,2020-12-05 14:17:00
427,519095539,15453,27672196,754974,27672196754974,4193,72,9,2020-12-28 09:13:00
428,521419232,54515,46811106,756625,46811106756625,4013,67,8,2020-12-23 14:20:00
429,581162520,75544,93009480,750195,93009480750195,3705,36,2,2020-12-04 05:36:00
430,959823867,66717,87789500,041924,87789500041924,6103,83,4,2020-12-29 11:05:00
431,535699526,34022,67141338,876926,67141338876926,7892,37,3,2020-12-03 01:19:00
432,506820061,58493,11911578,136637,11911578136637,3685,64,2,2020-12-06 02:57:00
433,753053279,25361,13533458,336165,13533458336165,7730,83,7,2020-12-01 11:34:00
434,683687224,42507,48471767,242642,48471767242642,4553,26,8,2020-12-31 14:57:00
435,376275893,85868,90168747,027554,90168747027554,7877,32,3,2020-12-18 11:53:00
436,657293427,14391,72606984,818971,72606984818971,4181,64,6,2020-12-30 13:11:00
437,923459813,78881,23804851,251191,23804851251191,7617,98,6,2020-12-23 18:07:00
438,341918159,56112,59199076,951655,59199076951655,9548,46,7,2020-12-13 18:19:00
439,424250437,26885,52842205,138572,52842205138572,2183,26,4,2020-12-18 01:54:00
440,676067978,97435,53464832,377672,53464832377672,4755,30,1,2020-12-06 21:19:00
465,180898584,83165,25089195,153591,25089195153591,1434,48,6,2020-12-28 14:27:00
467,594123785,26598,82389321,560284,82389321560284,7478,17,6,2020-12-21 11:45:00
468,352481743,67135,75769911,276997,75769911276997,3986,35,1,2020-12-22 00:02:00
469,682614718,50902,60425836,041780,60425836041780,1550,32,6,2020-12-19 12:03:00
470,781117968,44127,89346841,690085,89346841690085,5897,55,1,2020-12-13 09:32:00
471,151889866,93110,15694848,505773,15694848505773,1828,90,4,2020-12-10 07:16:00
472,726715103,21960,-99999,-99999,,5872,86,9,2020-12-04 01:10:00
473,973885055,20989,30960414,445407,30960414445407,8450,65,7,2020-12-03 18:50:00
474,679816367,44135,50479797,501133,50479797501133,7549,45,2,2020-12-23 08:45:00
475,565665463,30235,92370034,517882,92370034517882,1769,45,5,2020-12-29 17:59:00
476,496671665,71100,85536133,659259,85536133659259,7790,44,3,2020-12-22 06:24:00
477,517365606,74205,25355529,804479,25355529804479,8802,41,3,2020-12-04 07:21:00
478,847406791,98332,79912932,122558,79912932122558,7824,64,9,2020-12-06 16:27:00
480,249271208,27592,60290648,282475,60290648282475,2947,22,8,2020-12-20 22:29:00
481,988228990,77315,25077707,431390,25077707431390,8435,76,4,2020-12-20 17:08:00
482,530090359,19432,95578366,707979,95578366707979,3847,55,7,2020-12-01 17:13:00
483,431442166,59947,49579400,252729,49579400252729,3250,70,,2020-12-08 19:21:00
484,438775270,44672,13261336,910510,13261336910510,4796,21,2,2020-12-22 18:38:00
485,693396869,91108,62473973,366890,62473973366890,9956,50,8,2020-12-09 11:48:00
486,870822845,76036,30439125,576146,30439125576146,1650,81,2,2020-12-24 15:16:00
487,184382657,62132,14503662,486348,14503662486348,9267,59,8,2020-12-16 06:03:00
488,822407765,93731,37557561,999438,37557561999438,3405,59,3,2020-12-07 22:56:00
489,409993086,17622,20763107,197209,20763107197209,2419,91,8,2020-12-07 07:08:00
491,445820017,40047,39380510,412605,39380510412605,4752,60,4,2020-12-03 02:54:00
492,291803689,22858,65048386,996774,65048386996774,9212,27,2,2020-12-12 06:06:00
494,950736765,39873,48374926,975799,48374926975799,5675,84,2,2020-12-26 12:36:00
495,989281620,45745,30796613,059287,30796613059287,7897,85,8,2020-12-02 17:28:00
496,655853530,83547,30879520,973554,30879520973554,5260,97,7,2020-12-22 02:38:00
499,759921900,13612,73127599,483764,73127599483764,1836,44,1,2020-12-14 14:22:00
500,739135262,82957,17282062,485664,17282062485664,4751,31,5,2020-12-17 12:05:00
501,563402550,74030,36931691,853412,36931691853412,2913,32,9,2020-12-03 23:05:00
502,838988527,24033,-99999,-99999,,2741,52,1,2020-12-13 08:14:00
503,361801524,28066,82115233,963418,82115233963418,2655,49,5,2020-12-13 19:43:00
504,163203412,44651,56857781,830682,56857781830682,6608,79,5,2020-12-11 03:13:00
505,683534827,52861,50857465,286583,50857465286583,9811,22,9,2020-12-31 20:11:00
506,422708069,20251,34548719,878036,34548719878036,3352,13,5,2020-12-13 14:08:00
507,301091176,43327,13358222,629602,13358222629602,6182,67,1,2020-12-04 02:49:00
508,747271511,13344,65428543,929624,65428543929624,3148,44,7,2020-12-02 16:38:00
509,735474891,12174,24813270,725823,24813270725823,5172,36,2,2020-12-18 06:08:00
510,634490880,71501,-99999,-99999,,3012,80,8,2020-12-20 17:37:00
511,346847786,12750,70135128,741443,70135128741443,9691,15,6,2020-12-05 17:54:00
512,528917774,13655,56009202,878471,56009202878471,7225,34,5,2020-12-07 21:32:00
513,322754996,82897,54234890,071552,54234890071552,9490,12,6,2020-12-11 01:27:00
515,820063929,30678,12799209,721440,12799209721440,3720,44,7,2020-12-01 02:08:00
516,699441845,53856,11383112,947117,11383112947117,2584,16,4,2020-12-11 07:45:00
517,858097133,73193,32415313,236235,32415313236235,2854,19,6,2020-12-01 09:21:00
518,437074112,83690,72957448,134782,72957448134782,8190,67,9,2020-12-06 22:08:00
519,327649796,94263,17090976,262350,17090976262350,9953,51,2,2020-12-08 16:12:00
520,272780312,52129,29468892,456022,29468892456022,9943,32,2,2020-12-07 01:06:00
521,738417266,28398,21414532,396279,21414532396279,4786,77,4,2020-12-29 13:32:00
522,675737201,98583,72294418,857417,72294418857417,4331,26,4,2020-12-01 02:43:00
523,568565992,88542,53697773,602083,53697773602083,2071,74,3,2020-12-20 12:05:00
524,270574175,99577,75741257,677727,75741257677727,6945,50,6,2020-12-12 10:54:00
525,160726137,49129,46111163,030042,46111163030042,8893,52,5,2020-12-10 06:29:00
526,629737427,34361,34486472,229245,34486472229245,5371,83,1,2020-12-02 17:18:00
527,615596901,34725,83561099,830213,83561099830213,3355,95,8,2020-12-21 16:07:00
528,483676443,22982,36524832,933245,36524832933245,5247,12,6,2020-12-24 22:41:00
529,455854827,78594,21187200,464362,21187200464362,1738,74,1,2020-12-05 13:26:00
530,855513198,20836,63501630,554421,63501630554421,3439,18,4,2020-12-08 04:57:00
531,871267752,51317,74997804,749608,74997804749608,5155,60,3,2020-12-01 03:59:00
532,482558800,80011,55881770,533711,55881770533711,4401,38,2,2020-12-22 08:15:00
533,427766127,67112,76591667,595423,76591667595423,8421,84,6,2020-12-21 12:31:00
534,259613233,62444,39564155,460480,39564155460480,8773,83,6,2020-12-27 12:31:00
535,971694998,39640,49627334,614983,49627334614983,1352,12,3,2020-12-04 03:58:00
536,756084416,27525,83644398,100163,83644398100163,7517,74,8,2020-12-16 12:50:00
537,178534177,23854,21187111,568851,21187111568851,2297,75,5,2020-12-18 18:33:00
538,491468709,48864,79363611,803881,79363611803881,3757,29,3,2020-12-25 12:32:00
539,349809385,99330,53264870,434797,53264870434797,7754,34,2,2020-12-04 17:58:00
540,943426113,19924,49959530,757911,49959530757911,3464,16,5,2020-12-27 11:15:00
541,371769355,40370,48623625,119173,48623625119173,2249,40,2,2020-12-21 15:31:00
542,146411249,63714,77034311,263960,77034311263960,1193,90,3,2020-12-29 01:16:00
543,459994413,21009,76462242,655798,76462242655798,6204,47,9,2020-12-14 04:03:00
544,953625054,55728,67637642,207282,67637642207282,4781,35,3,2020-12-12 15:53:00
545,541930287,64211,34139818,110772,34139818110772,1151,36,6,2020-12-18 12:18:00
546,939918089,69751,14153264,557371,14153264557371,2905,48,1,2020-12-27 09:20:00
547,725653444,18595,98315890,870015,98315890870015,7322,80,9,2020-12-17 08:07:00
548,553566833,36103,65004710,742692,65004710742692,1280,78,8,2020-12-27 21:33:00
549,766432872,42674,34796433,395916,34796433395916,6172,21,8,2020-12-16 12:32:00
550,492354597,37190,27373478,041199,27373478041199,2921,35,2,2020-12-10 02:06:00
551,923284099,92354,12202050,931873,12202050931873,3359,61,2,2020-12-31 04:15:00
552,784900077,67084,46052683,429844,46052683429844,5955,31,2,2020-12-04 05:18:00
553,459042639,87725,13350680,236206,13350680236206,2725,24,1,2020-12-07 03:26:00
554,769160709,44785,46368397,176822,46368397176822,2531,47,4,2020-12-31 17:20:00
555,781400555,23736,62977231,807485,62977231807485,1509,52,5,2020-12-19 19:35:00
556,371032048,38042,67009192,717612,67009192717612,2217,45,6,2020-12-16 18:05:00
557,767360629,99084,57621591,742123,57621591742123,6057,80,4,2020-12-12 20:53:00
558,178519696,67157,35310232,304350,35310232304350,9398,24,9,2020-12-14 17:14:00
559,752204580,18647,12591860,193317,12591860193317,3990,98,7,2020-12-04 05:40:00
560,305467856,58324,50124089,096743,50124089096743,5558,99,5,2020-12-18 10:27:00
561,479672465,19916,30793507,571082,30793507571082,2174,36,8,2020-12-20 04:01:00
562,719144794,30438,20373768,350479,20373768350479,5182,80,4,2020-12-17 23:31:00
563,423042322,62966,96053936,042672,96053936042672,4526,93,5,2020-12-29 17:50:00
564,445070980,88914,41393724,889722,41393724889722,4992,30,7,2020-12-15 09:40:00
565,527189240,13463,52358465,713523,52358465713523,2891,31,4,2020-12-07 03:29:00
566,821635431,85608,52630500,509038,52630500509038,1652,97,8,2020-12-09 13:50:00
567,686910691,35586,46593479,540556,46593479540556,5486,79,8,2020-12-06 13:15:00
568,884135872,27067,42079126,918235,42079126918235,7441,39,2,2020-12-12 12:18:00
569,424291174,35954,80959672,113858,80959672113858,7141,96,2,2020-12-15 16:12:00
570,524881209,40861,37267974,558251,37267974558251,8853,11,8,2020-12-03 18:08:00
571,285089492,18910,56511734,071127,56511734071127,7069,17,5,2020-12-25 08:34:00
572,302928152,19473,27831906,681473,27831906681473,4026,30,2,2020-12-22 03:31:00
573,630071599,69874,86340070,205369,86340070205369,3529,16,6,2020-12-10 14:43:00
574,889825093,13115,97577774,465456,97577774465456,3275,63,5,2020-12-01 09:47:00
575,915555875,56691,17843309,344055,17843309344055,6513,83,8,2020-12-16 13:45:00
576,783230561,34297,18288940,367427,18288940367427,2180,47,1,2020-12-22 11:10:00
577,885451972,41014,81462154,242313,81462154242313,4587,92,1,2020-12-02 13:53:00
578,259099308,87495,18174041,495573,18174041495573,4364,85,4,2020-12-26 06:02:00
579,454791391,48977,24724760,295559,24724760295559,9203,80,7,2020-12-14 04:35:00
580,932046126,66252,97494978,786397,97494978786397,8963,96,3,2020-12-12 18:36:00
581,925977201,51205,22458731,916811,22458731916811,7165,87,6,2020-12-01 05:55:00
582,891059587,51018,73197330,793106,73197330793106,3504,43,8,2020-12-23 01:51:00
583,171836122,39605,74846156,647782,74846156647782,5314,58,8,2020-12-29 14:02:00
584,698174222,58806,45050509,190132,45050509190132,9997,53,9,2020-12-12 13:03:00
585,566133360,68829,54533899,226724,54533899226724,8882,90,7,2020-12-08 07:29:00
586,610894874,53680,66435938,804506,66435938804506,2710,14,4,2020-12-20 17:59:00
587,117067173,59451,54216668,124838,54216668124838,6857,64,2,2020-12-13 11:15:00
588,905690643,17263,87673205,614861,87673205614861,3906,54,1,2020-12-11 02:09:00
589,661099117,20972,67060209,324106,67060209324106,4192,56,1,2020-12-29 07:40:00
590,778351493,90545,63241957,880079,63241957880079,4269,20,9,2020-12-07 07:28:00
591,678389551,58117,85425775,835069,85425775835069,2760,98,3,2020-12-01 14:43:00
592,989445815,32247,46311933,484512,46311933484512,4453,14,5,2020-12-30 00:22:00
593,169568629,71722,73225438,800640,73225438800640,9647,27,4,2020-12-09 02:15:00
594,284621580,35684,57853338,953355,57853338953355,2648,78,8,2020-12-17 23:09:00
595,741278388,69208,55734657,188715,55734657188715,9531,45,5,2020-12-29 06:24:00
596,462033369,96153,48470079,965618,48470079965618,6502,87,8,2020-12-28 12:45:00
597,539560417,63738,59533444,220459,59533444220459,1516,15,4,2020-12-26 09:34:00
598,502762681,29854,54957339,484313,54957339484313,7465,80,7,2020-12-27 01:55:00
599,721454657,51254,81890714,708860,81890714708860,8230,91,7,2020-12-11 15:10:00
600,728845969,91631,71746273,302205,71746273302205,2046,47,2,2020-12-05 00:06:00
601,687833942,71052,38463928,300162,38463928300162,6954,27,1,2020-12-22 05:53:00
602,776432202,21031,99373329,575819,99373329575819,7637,88,5,2020-12-10 16:51:00
603,548095562,43985,46020938,122885,46020938122885,6089,20,8,2020-12-05 21:05:00
604,578907686,99527,25477352,390476,25477352390476,1292,94,7,2020-12-17 11:48:00
605,207850628,33095,73890230,133520,73890230133520,3616,46,1,2020-12-04 13:44:00
606,738506049,48388,79726934,442950,79726934442950,9021,39,8,2020-12-16 02:42:00
607,837313676,69346,72477155,223941,72477155223941,3115,59,7,2020-12-16 10:15:00
608,137590866,73494,20628542,596415,20628542596415,4168,21,6,2020-12-23 20:15:00
609,127446656,63261,97194462,459467,97194462459467,9134,46,9,2020-12-04 15:19:00
610,670740098,62611,56659353,321644,56659353321644,9518,74,6,2020-12-21 03:16:00
611,870429137,50022,93321821,175698,93321821175698,5867,36,7,2020-12-19 23:44:00
612,206456930,95356,31070952,747224,31070952747224,1661,52,8,2020-12-11 22:29:00
613,688458967,92515,44371015,691039,44371015691039,3615,64,1,2020-12-25 14:36:00
614,859733764,71113,52566880,333779,52566880333779,3666,82,7,2020-12-19 03:10:00
615,248556365,76562,11807780,061320,11807780061320,9941,32,9,2020-12-09 14:40:00
616,312884545,48137,38943185,477567,38943185477567,8095,21,4,2020-12-13 04:31:00
617,584337229,76607,58930462,206885,58930462206885,8705,16,6,2020-12-06 09:01:00
618,669825324,43939,56489389,321088,56489389321088,6221,26,7,2020-12-28 20:05:00
619,793638184,86749,73926571,832988,73926571832988,4231,84,3,2020-12-04 19:32:00
620,283667246,37186,27169947,985208,27169947985208,5988,16,1,2020-12-01 16:21:00
621,620165298,48302,25524188,586677,25524188586677,7126,39,4,2020-12-22 14:09:00
622,639058193,37538,79344297,355417,79344297355417,5590,29,9,2020-12-17 23:15:00
623,189945798,33832,80339628,009431,80339628009431,3201,76,3,2020-12-10 03:39:00
624,268244095,35136,44916843,604341,44916843604341,1734,82,6,2020-12-10 05:54:00
625,172866618,76715,53842063,321457,53842063321457,6330,82,5,2020-12-12 00:11:00
626,214051444,68896,71021233,756868,71021233756868,8178,21,1,2020-12-05 00:09:00
627,465562893,67765,23051983,756629,23051983756629,6751,98,9,2020-12-10 00:03:00
628,770903707,34999,16863327,578214,16863327578214,5765,25,3,2020-12-09 04:02:00
629,325182182,47013,62055574,425343,62055574425343,7642,46,1,2020-12-01 03:53:00
630,790014045,55564,95422225,563053,95422225563053,6713,57,9,2020-12-31 02:11:00
631,290308198,87610,58282839,529385,58282839529385,2862,30,5,2020-12-22 04:51:00
632,749799777,85686,60499465,419040,60499465419040,3951,29,9,2020-12-07 08:40:00
633,450991053,82159,17238468,388324,17238468388324,8880,88,8,2020-12-27 09:41:00
634,801938144,95745,55205026,331561,55205026331561,5435,66,7,2020-12-18 14:49:00
635,155101525,74638,58501087,828996,58501087828996,7601,47,6,2020-12-25 08:52:00
636,708616754,70931,31136523,916471,31136523916471,8331,93,3,2020-12-07 15:19:00
637,402806453,65284,44300516,068368,44300516068368,3529,90,6,2020-12-28 14:59:00
638,317554859,29933,79843988,504909,79843988504909,2772,28,4,2020-12-07 07:39:00
639,812825036,25631,18656428,854611,18656428854611,5047,92,5,2020-12-12 12:43:00
640,153166577,88276,78142127,446608,78142127446608,3489,69,3,2020-12-14 13:14:00
641,738690875,35169,18086677,763750,18086677763750,3222,83,9,2020-12-19 22:10:00
643,928475082,59137,12618713,675767,12618713675767,2585,40,7,2020-12-15 15:28:00
644,634494267,88376,87212374,403384,87212374403384,9453,82,2,2020-12-15 02:13:00
645,432983678,88336,87548741,396593,87548741396593,2771,76,9,2020-12-20 19:32:00
646,272870431,31005,57169630,888900,57169630888900,3654,46,4,2020-12-31 00:15:00
647,835814960,52584,-99999,-99999,,6208,35,8,2020-12-04 12:22:00
648,473886019,63306,35678733,931285,35678733931285,9712,11,9,2020-12-12 09:27:00
649,482659094,42724,15838618,462762,15838618462762,1709,46,5,2020-12-06 07:15:00
651,180011599,59465,95993093,628820,95993093628820,7386,44,9,2020-12-04 07:51:00
652,976604339,32756,89525708,224440,89525708224440,3066,85,9,2020-12-02 05:26:00
653,535553942,42748,22947450,882590,22947450882590,3477,93,5,2020-12-17 15:43:00
654,721072779,74244,77286331,597267,77286331597267,5140,79,4,2020-12-17 10:54:00
655,551238552,83329,79340412,218536,79340412218536,9275,24,4,2020-12-05 16:06:00
656,665860055,27681,45760669,982771,45760669982771,2072,96,9,2020-12-06 05:21:00
657,287720759,17740,73765939,343519,73765939343519,7531,76,1,2020-12-12 14:00:00
658,276604804,48855,45542644,344042,45542644344042,3855,62,5,2020-12-12 11:53:00
659,352786671,87602,80886941,311625,80886941311625,4985,70,3,2020-12-25 13:38:00
660,871204368,53983,89159388,631056,89159388631056,1705,79,9,2020-12-21 14:27:00
661,930662224,44003,83826396,993320,83826396993320,4933,55,9,2020-12-17 07:53:00
662,236748874,55825,92832457,852431,92832457852431,3962,65,5,2020-12-22 07:27:00
663,647108278,78562,95543694,206926,95543694206926,6140,25,8,2020-12-21 07:13:00
664,564824942,82834,60732538,242137,60732538242137,4953,15,4,2020-12-16 20:24:00
665,378088134,32053,59651720,981752,59651720981752,3179,42,5,2020-12-23 10:31:00
666,171422906,85407,77496093,107301,77496093107301,8304,85,7,2020-12-02 14:30:00
667,152752954,27563,80132740,519583,80132740519583,4227,54,8,2020-12-30 06:01:00
668,916905619,93500,24447378,391218,24447378391218,2231,42,5,2020-12-18 18:07:00
669,695053856,44968,46156726,150901,46156726150901,1569,21,2,2020-12-15 00:29:00
670,548045871,18163,26306197,813168,26306197813168,6159,56,9,2020-12-10 18:01:00
671,517399825,17942,96967413,007004,96967413007004,1228,30,3,2020-12-12 03:31:00
672,804703928,89555,90966859,367101,90966859367101,6941,38,9,2020-12-15 22:24:00
673,670809223,66552,85252588,510265,85252588510265,5641,43,7,2020-12-01 08:29:00
674,212984647,99264,-99999,-99999,,3933,92,5,2020-12-10 23:24:00
675,810721110,98349,96132382,781348,96132382781348,7040,42,8,2020-12-11 23:26:00
676,969068081,27956,73404508,579371,73404508579371,8542,36,7,2020-12-23 11:18:00
677,210251049,61946,49792954,522123,49792954522123,4272,96,1,2020-12-06 12:42:00
678,592304465,90450,64477581,623426,64477581623426,9395,56,4,2020-12-05 00:14:00
679,776948948,38692,23510247,502056,23510247502056,8846,13,8,2020-12-04 21:20:00
680,565356183,53125,85842181,014514,85842181014514,8983,48,9,2020-12-07 12:49:00
681,345779953,33936,57114245,284636,57114245284636,3320,90,8,2020-12-18 05:45:00
682,527966639,98833,75410488,005275,75410488005275,9311,37,5,2020-12-20 16:28:00
683,934012979,32029,68380189,403087,68380189403087,2209,92,7,2020-12-19 04:15:00
684,130152176,34603,47781597,618070,47781597618070,1542,22,5,2020-12-29 01:52:00
685,230802771,60983,94971169,234405,94971169234405,1605,13,1,2020-12-09 10:55:00
687,891001396,19276,63913567,671752,63913567671752,3264,21,4,2020-12-25 21:15:00
688,923421684,53894,77483650,278875,77483650278875,7025,93,7,2020-12-01 19:47:00
689,939080944,75272,-99999,-99999,,6050,88,8,2020-12-24 01:16:00
690,561274395,50091,68861404,621844,68861404621844,9636,92,9,2020-12-16 21:58:00
691,493054524,74433,90218013,779502,90218013779502,3549,49,3,2020-12-02 01:23:00
692,237033567,57741,17546551,611001,17546551611001,6690,32,9,2020-12-19 01:33:00
693,321942087,86773,58348576,872814,58348576872814,9287,98,8,2020-12-04 01:49:00
694,505304523,19956,63921192,554577,63921192554577,8957,59,1,2020-12-28 10:46:00
695,137577827,32912,67536587,321179,67536587321179,2246,59,6,2020-12-10 23:01:00
696,708009751,28215,-99999,-99999,,1903,44,5,2020-12-17 23:51:00
697,448047944,90240,71110268,828737,71110268828737,5347,99,1,2020-12-22 05:16:00
698,240728714,93681,39217113,252736,39217113252736,6251,60,3,2020-12-29 17:35:00
699,236868047,21893,41825943,833857,41825943833857,6841,60,6,2020-12-03 08:26:00
700,842935592,30698,46205703,562080,46205703562080,6904,44,1,2020-12-11 09:03:00
701,455667360,56352,14548896,302794,14548896302794,5544,19,5,2020-12-02 18:05:00
702,773553730,35398,35806148,299091,35806148299091,5547,68,5,2020-12-19 04:04:00
956,422157249,94037,98419156,070697,98419156070697,7110,22,3,2020-12-24 10:41:00
958,477241951,84167,96753157,888372,96753157888372,5690,18,6,2020-12-23 14:44:00
959,582750206,32581,83163082,029308,83163082029308,9796,24,9,2020-12-06 06:22:00
960,681899116,13325,81603269,808389,81603269808389,4584,33,6,2020-12-25 04:25:00
961,564661683,85016,91900448,839418,91900448839418,6665,73,9,2020-12-22 06:20:00
962,848285108,81720,73043362,302848,73043362302848,2134,26,1,2020-12-07 21:24:00
963,474873464,50447,-99999,-99999,,9607,95,2,2020-12-17 23:18:00
964,494169291,73508,58463796,599155,58463796599155,5576,22,3,2020-12-28 07:32:00
965,361321313,86808,82744431,083973,82744431083973,2737,95,9,2020-12-03 13:20:00
966,915929995,91053,91411382,402924,91411382402924,1566,94,9,2020-12-22 03:58:00
967,415032099,37601,18460678,451726,18460678451726,6936,62,7,2020-12-10 06:36:00
968,622466601,74135,96575959,364633,96575959364633,7829,32,2,2020-12-15 15:09:00
969,499557494,31612,96816104,887479,96816104887479,4675,28,4,2020-12-09 22:07:00
971,669923153,88158,48936323,967455,48936323967455,4982,79,1,2020-12-19 15:29:00
972,134826954,11766,22984477,626918,22984477626918,3463,82,3,2020-12-10 04:18:00
973,944340218,73996,61961742,603373,61961742603373,4326,26,4,2020-12-16 02:44:00
974,691663926,52190,45279125,431536,45279125431536,3344,88,,2020-12-20 06:20:00
975,813466578,24317,16724581,430196,16724581430196,3096,80,6,2020-12-13 18:10:00
976,696883210,24351,40304800,874940,40304800874940,2504,89,4,2020-12-16 06:23:00
977,848224380,40623,19054764,392142,19054764392142,2868,62,8,2020-12-14 14:45:00
978,581150623,94709,84590883,224137,84590883224137,3038,72,1,2020-12-15 21:53:00
979,558917470,94199,90453857,631550,90453857631550,2892,40,2,2020-12-29 21:41:00
980,738536982,60252,76319875,781570,76319875781570,3226,11,8,2020-12-07 13:53:00
982,815153115,75879,50545600,867078,50545600867078,2042,94,9,2020-12-07 22:25:00
983,377256166,91182,65062894,382071,65062894382071,6392,11,6,2020-12-11 05:20:00
985,921292702,86984,86683958,937131,86683958937131,1208,85,7,2020-12-15 11:25:00
986,116313460,84388,40891205,520629,40891205520629,2756,75,2,2020-12-02 19:40:00
987,197660293,61455,72090049,730375,72090049730375,3753,95,4,2020-12-17 03:42:00
990,955706383,31939,13228315,073537,13228315073537,6786,34,3,2020-12-02 17:31:00
991,935690680,59877,19153173,103908,19153173103908,6758,83,2,2020-12-11 22:24:00
992,643964729,29262,14251957,344588,14251957344588,5809,46,4,2020-12-19 09:29:00
993,733113926,50015,-99999,-99999,,2642,59,8,2020-12-18 03:32:00
